Төлөвлөгөөний_дугаар,Сургалтын_төлөвлөгөө,Сургалтын_төрөл,Хичээлийн_дугаар,Хичээлийн_нэр,Залгамж_хичээлийн_дугаар,Залгамж_хичээлийн_нэр
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,93fd69b9d722d5eb9924a8e48cad4c32,"Физик сургалтын онол, арга зүй",546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,93fd69b9d722d5eb9924a8e48cad4c32,"Физик сургалтын онол, арга зүй",1b4ee40ffb4c7cf07b1d29cb65862410,Механик
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,19813ce72de2e59f836d858196dabe6f,Багшийн ёс зүй,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,310b3b4c1e4aeefae1a8eb83c9f5eb57,Байгалийн ухааны хичээлийн үнэлгээ,2af9b1a840b4ecd522fe1cda88c8385e,Химийн хичээлийн үнэлгээний арга зүй
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,471f23c944fc170279354fb74ece7ce4,Биохими I,cccb7ec704e828b99068ec1b9cf1fc03,Органик хими I
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,7774454112c26855582d154a5d5f81c0,Ерөнхий хими II,4a6691c609e4d04769c91b4b6f2d5358,Ерөнхий хими I
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,5c17761f7220777710a535e7dea512d3,Органик биш хими I,7774454112c26855582d154a5d5f81c0,Ерөнхий хими II
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,8d5ef74b92de0025e0a30d21d4714152,"Химийн сургалтын онол, арга зүй"
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,b61726a0869331a6dec8049de8f10fc9,"Химийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)"
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,279dc09a13b9dc662c574a804d650d95,Химийн түүх,587b7b833034299fdd5f4b10e7dc9fca,Органик хими II
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,7500f543d4d00b34abc82287370d1b5d,Химийн хичээлийн менежмент,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,432d21897a775dc82ab5815ac9217fa5,Химийн хичээлийн судалгааны арга зүй,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,b61726a0869331a6dec8049de8f10fc9,"Химийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)",8d5ef74b92de0025e0a30d21d4714152,"Химийн сургалтын онол, арга зүй"
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,4f1300af0bebc9d72b7f44b65eb275d9,Химийн хичээлийн хэрэглэгдэхүүн бэлтгэх арга зүй,b61726a0869331a6dec8049de8f10fc9,"Химийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)"
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,b8ba4466c47209f470ae8902069192a6,Хичээлийн менежмент,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал
e2c61965b5e23b47b77d7c51611b6d7f,"Багш, байгалийн ухааны боловсрол (Хими) - 2014",Өдрийн сургалт,5524f0a43aa0f367ef11feceb3c85a56,Хүүхэд судлах арга зүй,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,acc85fcea72cd0e4032763ed0c565dbc,"Биологийн хичээлийн хөтөлбөр, арга зүй (VII-IX анги)",2ab7d3b23574c3dea2bd278afd0939ab,"Биологийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)"
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,7059b7dea43da04fd342088d7c1698f0,Биофизик,d6cc54c4be2b2fba33e2d212ce90c2fd,Ерөнхий физик (БУС-ын мэргэжлийн суурь)
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,a536fb5480db8bdbb84daffe345c675b,Генетик,817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,a536fb5480db8bdbb84daffe345c675b,Генетик,652a805887302f460fa9d0f968fdee9d,Ургамлын биологи
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,96e07156db854ca7b00b5df21716b0c6,Хөгжлийн биологи,817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
adf7ee2dcf142b0e11888e72b43fcb75,"Багш, биологийн боловсрол - 2022",Өдрийн сургалт,ebb9a55061af33b68d38f7ce72e4460f,Эволюцийн биологи,817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,a49477811ea58f8124ba7af69931ffa6,"Биологийн сургалтын онол, арга зүй",817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,a49477811ea58f8124ba7af69931ffa6,"Биологийн сургалтын онол, арга зүй",546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,a49477811ea58f8124ba7af69931ffa6,"Биологийн сургалтын онол, арга зүй",652a805887302f460fa9d0f968fdee9d,Ургамлын биологи
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,2ab7d3b23574c3dea2bd278afd0939ab,"Биологийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)",a49477811ea58f8124ba7af69931ffa6,"Биологийн сургалтын онол, арга зүй"
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,ba16fd41fab7b93931b2e628c6e62441,Молекулын биологи,652a805887302f460fa9d0f968fdee9d,Ургамлын биологи
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,a49477811ea58f8124ba7af69931ffa6,"Биологийн сургалтын онол, арга зүй"
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,2ab7d3b23574c3dea2bd278afd0939ab,"Биологийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)"
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
73f95ee473881dea4afd89c06165fa66,"Багш, биологийн боловсрол - 2023",Өдрийн сургалт,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи
